item_id,item_type,title,organization,status,last_checked,geography,eligible_users,project_stage,topic_tags,support_type,amount_or_cost,match_or_cost,deadline_or_availability,summary,why_it_matters
RERC-FND-0366,Funding,Open Grants Program,Golden LEAF Foundation,Open when checked,2026-06-09,North Carolina,Eligible economic development applicants aligned with Golden LEAF priorities,Implementation,rural economy; job creation; workforce; agriculture; infrastructure,Grant,Not fixed; project-specific,Not stated on summary page,Open throughout the year,"Funds rural economic projects that can support outdoor business clusters, visitor services, and infrastructure tied to job creation.","Funds rural economic projects that can support outdoor business clusters, visitor services, and infrastructure tied to job creation"
RERC-FND-0373,Funding,SITE Program,Golden LEAF Foundation,Open when checked,2026-06-09,North Carolina,Rural communities and eligible public or economic development partners,Mixed,site readiness; rural economic development; infrastructure; job creation,Grant,Phase-based; verify current guidelines,Not stated on summary page,"2026 deadlines include May 14, July 9, Sept. 10, and Nov. 12","Can prepare small-town sites for outdoor manufacturers, lodging, food, gear, or recreation-support businesses.","Can prepare small-town sites for outdoor manufacturers, lodging, food, gear, or recreation-support businesses"
RERC-FND-0363,Funding,Mountain BizWorks Get Funding,Mountain BizWorks,Open when checked,2026-06-09,North Carolina,Western North Carolina small businesses and entrepreneurs,Implementation,rural entrepreneurship; outdoor businesses; local economy; small business expansion,Loan,"$1,000-$500,000",Repayment required; terms underwritten locally,Rolling application,"Useful for rural recreation businesses in WNC gateway towns, including guides, lodging, retail, food, and experience operators.","Useful for rural recreation businesses in WNC gateway towns, including guides, lodging, retail, food, and experience operators."
RERC-FND-0375,Funding,Water Resources Development Grant Program,NC DEQ Division of Water Resources,Cycle closed,2026-07-13,North Carolina,Local governments and eligible project sponsors,Mixed,water-based recreation; recreational navigation; stream restoration; engineering; stormwater,Grant,Varies by project type,Varies by project type,"The listed proposal period ended June 30, 2026.","Directly supports paddling access, water-based recreation, navigation, and riverfront improvements.","Directly supports paddling access, water-based recreation, navigation, and riverfront improvements"
RERC-FND-0371,Funding,Rural Downtown Economic Development Grant,NC Department of Commerce,Recurring,2026-06-09,North Carolina,Local governments in rural communities,Implementation,downtown revitalization; public improvements; business districts,Grant,Varies by solicitation,5 percent match in 2026 materials,Annual or periodic state cycle,Helps rural downtowns become visitor-serving main streets.,Helps rural downtowns become visitor-serving main streets
RERC-FND-0370,Funding,Renew NC Commercial District Revitalization Program,NC Department of Commerce Renew NC,Open when checked,2026-06-09,North Carolina,Local governments; nonprofits; eligible commercial district partners,Mixed,disaster recovery; downtowns; commercial districts,Grant,$40M program pool,Match not captured in source,2026 NOFO cycle,Restores visitor-serving commercial districts in outdoor recreation counties.,Restores visitor-serving commercial districts in outdoor recreation counties
RERC-FND-0372,Funding,Rural Engagement and Investment Program,NC Department of Commerce Rural Economic Development Division,Open when checked,2026-06-09,North Carolina,Rural local governments; eligible public entities,Mixed,rural planning; implementation; downtowns; infrastructure,Grant,Varies by program track,Match varies,2026 cycle dates vary by track,Provides flexible rural development support for recreation-economy readiness.,Provides flexible rural development support for recreation-economy readiness
RERC-FND-0360,Funding,Appalachian Regional Commission Area Development Program,NC Department of Commerce and ARC,Recurring,2026-06-09,North Carolina,Local governments; nonprofits; public entities,Mixed,infrastructure; tourism; workforce; planning,Grant,Varies by ARC allocation and project,Match required; rate varies by county distress,Annual ARC state cycle,Funds infrastructure and tourism-linked economic development in mountain recreation counties.,Funds infrastructure and tourism-linked economic development in mountain recreation counties
RERC-FND-0367,Funding,Parks and Recreation Trust Fund Local Grants,NC Division of Parks and Recreation,Open when checked,2026-06-09,North Carolina,Local governments,Mixed,parks; recreation facilities; land acquisition,Grant,"Up to $500,000",Dollar-for-dollar local match,Annual cycle; 2026 materials posted by NC Parks,Core capital source for rural parks and recreation amenities.,Core capital source for rural parks and recreation amenities
RERC-FND-0364,Funding,North Carolina Land and Water Fund,NC Land and Water Fund,Recurring,2026-06-09,North Carolina,Local governments; nonprofits; state agencies,Mixed,conservation; greenways; water quality; land acquisition,Grant,Varies by project and fund availability,Match not always required; leverage encouraged,Annual application cycle,"Protects landscapes, water, and greenway corridors that support outdoor tourism.","Protects landscapes, water, and greenway corridors that support outdoor tourism"
RERC-FND-0362,Funding,Loan Participation Program,NC Rural Center,Open when checked,2026-06-09,North Carolina,"Small businesses through banks, credit unions, and CDFIs",Mixed,small business finance; rural entrepreneurs; disadvantaged communities,Loan,Varies through participating lenders,Lender participation structure; borrower terms vary,Ongoing,"Can expand credit access for outfitters, lodging, food, guide services, and other recreation-economy small businesses.","Can expand credit access for outfitters, lodging, food, guide services, and other recreation-economy small businesses"
RERC-FND-0369,Funding,Recreational Trails Program and Safety Education Grants,NC Trails Program,Recurring,2026-06-09,North Carolina,Local governments; nonprofits; agencies; trail organizations,Construction,trails; trail safety; education; trail construction,Grant,"RTP varies; safety grants often up to $5,000",Match required for RTP,Annual or biennial NC Trails cycle,Builds and improves trail networks for trail towns.,Builds and improves trail networks for trail towns
RERC-FND-0374,Funding,WECare Foundation Grants,Wake Electric Membership Corporation,Recurring,2026-06-09,North Carolina,Nonprofits within Wake Electric service territory,Mixed,"economic infrastructure, job creation, emergency needs, nonprofits",Grant,Varies by quarterly award,No match stated,Quarterly,Supports local economic infrastructure and nonprofit projects that can strengthen rural visitor communities.,Supports local economic infrastructure and nonprofit projects that can strengthen rural visitor communities.
RERC-FND-0378,Funding,Flex PACE Program,Bank of North Dakota,Open when checked,2026-06-09,North Dakota,Any person or entity with a business located in North Dakota,Implementation,business expansion; community finance; gap financing; tourism businesses,Loan,Interest buydown amount varies by loan and community participation,Local community and PACE Fund combine resources,Ongoing,"Can reduce financing costs for outdoor businesses, lodging, attractions, and recreation-support enterprises.","Can reduce financing costs for outdoor businesses, lodging, attractions, and recreation-support enterprises"
RERC-FND-0380,Funding,MDU Resources Foundation Grants,MDU Resources Foundation,Open when checked,2026-06-09,North Dakota,Qualified 501(c)(3) organizations in company communities,Mixed,environment; recreation; community; culture; human services,Grant,Varies,Not stated,Annual application June 1-Oct. 1,"Corporate funding can support recreation, environment, and community projects in small utility-service communities.","Corporate funding can support recreation, environment, and community projects in small utility-service communities"
